epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,10599.5,2.17496,3.99799,3.07971,0.51095,0.54985,0.46579,0.38095,0.73366,2.02824,1.61342,0.00333272,0.00333272,0.00333272
2,20855.5,0.92747,2.12664,1.54047,0.64263,0.75636,0.75243,0.67217,0.48288,1.09766,1.21879,0.00660006,0.00660006,0.00660006
